Amount,Hour_of_Day,Distance_from_Home_KM,Merchant_Category,Transaction_Method,Card_Type,Recent_24h_Transactions,Risk_Score_V1,Risk_Score_V2,Is_Fraud
21.69,14.2,6.8,Grocery,Contactless Tap,Mastercard,2,-0.252,1.616,0
36.43,15.0,8.8,Online Retail,In-Person Chip,Visa,4,-0.029,-1.491,0
66.41,11.0,9.4,Grocery,Contactless Tap,Mastercard,1,-0.207,0.832,0
50.27,11.6,12.1,Gas Station,Contactless Tap,Visa,2,0.526,-1.928,0
68.52,15.8,13.1,Gas Station,In-Person Chip,Visa,2,-1.483,-0.448,0
42.89,13.2,12.7,Dining,Online POS,Visa,0,-0.783,-0.567,0
23.54,20.1,8.4,Online Retail,Contactless Tap,Mastercard,1,0.836,1.343,0
45.26,5.2,18.0,Grocery,Online POS,Amex,3,-0.836,0.824,0
31.2,13.7,7.7,Grocery,Online POS,Visa,1,0.31,3.067,0
17.94,10.4,16.1,Luxury Goods,In-Person Chip,Visa,4,-0.895,2.479,0
21.32,14.3,11.5,Online Retail,In-Person Chip,Visa,1,-1.812,3.186,0
24.78,5.7,17.0,Online Retail,Contactless Tap,Visa,0,0.933,-0.015,0
6.89,19.5,20.6,Online Retail,Online POS,Visa,2,1.37,0.967,0
11.02,14.9,3.1,Gas Station,Contactless Tap,Mastercard,3,0.516,-0.528,0
35.27,16.3,9.7,Gas Station,In-Person Chip,Amex,4,-0.399,1.354,0
74.9,15.0,18.7,Dining,In-Person Chip,Visa,0,1.48,-1.8,0
20.59,19.0,0.5,Grocery,Contactless Tap,Visa,1,-0.206,-0.525,0
71.04,9.5,6.4,Dining,In-Person Chip,Mastercard,0,-0.281,1.67,0
402.08,6.8,53.2,Electronics,Contactless Tap,Visa,2,0.215,1.465,0
26.42,14.4,8.0,ATM Withdrawal,Contactless Tap,Mastercard,4,-0.274,0.804,0
20.44,16.8,7.8,Grocery,In-Person Chip,Mastercard,0,0.065,0.098,0
92.94,10.2,38.1,Grocery,In-Person Chip,Visa,4,-1.101,-0.174,0
105.81,7.6,12.6,Travel & Airlines,In-Person Chip,Mastercard,1,0.294,1.667,0
12.97,19.2,19.4,Travel & Airlines,In-Person Chip,Mastercard,0,-0.37,1.546,0
31.38,8.0,72.5,Electronics,In-Person Chip,Mastercard,5,-4.412,0.607,1
170.97,9.1,4.2,Gas Station,Contactless Tap,Mastercard,1,1.012,-0.774,0
33.5,20.0,6.9,Grocery,Online POS,Visa,2,-1.384,-1.341,0
4.72,4.0,215.0,Electronics,Online POS,Mastercard,8,0.74,0.868,1
76.75,12.6,9.8,Grocery,Contactless Tap,Amex,1,0.458,-0.068,0
21.72,18.9,11.2,Travel & Airlines,In-Person Chip,Visa,1,-0.155,1.408,0
8.21,12.8,19.0,Online Retail,Contactless Tap,Visa,2,-1.151,1.039,0
125.98,16.8,5.7,ATM Withdrawal,In-Person Chip,Visa,1,0.108,-1.184,0
26.9,14.4,3.0,Dining,Contactless Tap,Mastercard,4,1.207,1.095,0
43.63,16.7,34.4,Electronics,Online POS,Visa,2,-0.413,-1.85,0
24.57,20.5,23.1,Grocery,ATM Cash,Mastercard,1,-0.129,0.357,0
125.52,10.7,2.6,Online Retail,Online POS,Visa,2,-0.274,0.379,0
25.81,11.3,32.5,Grocery,Online POS,Visa,0,-1.041,-0.826,0
107.4,12.5,13.4,Electronics,In-Person Chip,Visa,1,-0.48,-1.339,0
106.0,14.2,30.9,Travel & Airlines,Contactless Tap,Visa,2,-1.397,0.129,0
47.93,8.5,1.2,Dining,Online POS,Visa,1,0.236,-0.772,0
84.66,13.2,1.6,Dining,In-Person Chip,Discover,0,-0.278,-0.438,0
24.39,6.8,8.2,Luxury Goods,In-Person Chip,Discover,1,-0.917,-0.987,0
23.98,20.7,13.5,Grocery,In-Person Chip,Mastercard,2,0.051,1.531,0
32.77,22.2,5.9,Grocery,Contactless Tap,Visa,2,1.617,-1.719,0
275.36,14.7,4.6,Dining,In-Person Chip,Visa,1,0.542,-1.018,0
44.08,18.1,9.4,Grocery,In-Person Chip,Visa,3,0.517,-1.256,0
120.82,15.5,11.8,Grocery,In-Person Chip,Visa,1,3.109,1.163,0
74.02,8.4,20.6,Dining,In-Person Chip,Mastercard,5,1.977,-1.022,0
21.9,13.6,18.3,Gas Station,Contactless Tap,Visa,0,1.402,0.211,0
42.99,19.1,19.8,Online Retail,In-Person Chip,Visa,3,1.069,-1.922,0
15.4,17.4,10.3,Online Retail,In-Person Chip,Mastercard,3,-0.248,-0.47,0
83.54,15.7,2.9,Online Retail,In-Person Chip,Mastercard,3,-0.346,1.685,0
51.82,16.8,19.4,Dining,Online POS,Amex,3,1.254,-0.294,0
47.18,10.6,3.0,Dining,In-Person Chip,Amex,2,-0.809,0.047,0
188.91,13.2,11.5,Online Retail,In-Person Chip,Visa,1,-0.622,-0.846,0
19.35,11.7,3.4,Grocery,In-Person Chip,Visa,0,1.13,-1.02,0
24.62,19.3,0.5,Dining,Online POS,Mastercard,1,-0.806,0.662,0
224.3,10.7,1.5,Dining,In-Person Chip,Visa,2,0.002,-0.047,0
16.46,9.0,11.1,Online Retail,ATM Cash,Mastercard,8,-0.305,0.608,1
41.74,16.4,11.0,Grocery,In-Person Chip,Amex,0,0.254,0.201,0
116.46,14.8,6.7,Gas Station,In-Person Chip,Mastercard,6,1.705,0.093,0
47.11,11.6,5.7,Electronics,Contactless Tap,Mastercard,0,-0.91,-1.794,0
2.57,13.3,5.0,ATM Withdrawal,Online POS,Visa,0,1.706,-0.061,0
21.43,3.4,8.3,Gas Station,Contactless Tap,Visa,1,0.153,0.701,0
22.7,12.0,13.1,Grocery,Contactless Tap,Mastercard,4,-0.208,1.302,0
54.14,11.2,13.1,Electronics,Online POS,Mastercard,2,-1.27,-1.166,0
14.48,12.1,0.6,Dining,In-Person Chip,Mastercard,3,1.761,-1.357,0
30.56,16.6,7.9,ATM Withdrawal,ATM Cash,Amex,2,0.629,0.63,0
28.47,19.5,11.3,Online Retail,In-Person Chip,Mastercard,1,-0.566,-1.392,0
154.04,15.8,0.8,Dining,Online POS,Visa,1,-0.688,0.576,0
26.62,12.8,1.4,Grocery,In-Person Chip,Visa,3,0.96,-0.698,0
21.52,15.3,32.3,Dining,Contactless Tap,Amex,3,2.11,-0.168,0
205.33,6.5,16.0,ATM Withdrawal,In-Person Chip,Visa,4,-0.965,1.869,0
29.44,8.7,42.7,Grocery,In-Person Chip,Mastercard,2,-0.647,0.072,0
64.08,17.6,7.7,Gas Station,In-Person Chip,Visa,1,-0.381,-0.165,0
17.14,12.9,1.3,Electronics,Online POS,Amex,0,0.428,1.566,0
43.18,16.8,1.9,Grocery,Contactless Tap,Discover,2,1.679,0.486,0
43.57,18.8,8.5,Online Retail,In-Person Chip,Mastercard,1,0.125,0.107,0
35.49,16.8,23.3,Online Retail,ATM Cash,Visa,1,1.029,1.573,0
18.35,16.2,8.7,Gas Station,In-Person Chip,Mastercard,4,2.326,-0.443,0
17.88,9.0,16.4,Travel & Airlines,Online POS,Mastercard,5,0.724,-0.201,0
25.01,10.1,3.2,ATM Withdrawal,In-Person Chip,Visa,1,-1.347,0.577,0
104.49,13.0,12.3,Online Retail,In-Person Chip,Mastercard,2,2.295,-0.015,0
81.9,10.4,14.0,Dining,In-Person Chip,Visa,2,1.915,-0.791,0
99.28,7.8,13.0,Dining,In-Person Chip,Visa,3,-3.037,-2.757,0
37.7,16.7,3.9,Grocery,Contactless Tap,Visa,3,0.94,0.403,0
135.76,6.6,25.6,Dining,In-Person Chip,Visa,1,1.06,0.601,0
51.35,16.0,8.8,Dining,ATM Cash,Amex,2,0.725,-0.329,0
169.96,13.8,5.5,Luxury Goods,Online POS,Visa,2,-0.607,-0.685,0
9.14,10.9,5.8,Dining,Online POS,Visa,1,-0.365,0.741,0
18.05,10.9,1.3,Online Retail,Contactless Tap,Visa,1,-1.97,0.332,0
12.04,14.0,1.4,Grocery,Contactless Tap,Amex,0,-0.654,-1.542,0
14.57,15.1,18.2,Electronics,In-Person Chip,Mastercard,2,0.35,1.143,0
53.35,16.5,31.8,Electronics,In-Person Chip,Amex,1,1.413,1.637,0
21.2,5.3,6.4,Grocery,Contactless Tap,Mastercard,1,0.239,-0.72,0
22.79,16.1,12.9,Grocery,ATM Cash,Visa,1,-2.608,0.812,0
110.58,18.9,10.2,Online Retail,In-Person Chip,Visa,1,-0.447,0.654,0
57.37,20.5,79.5,Online Retail,Online POS,Mastercard,1,1.257,0.507,0
125.29,9.5,29.0,Grocery,In-Person Chip,Mastercard,2,-1.735,-0.661,0
31.11,8.7,16.8,Gas Station,Contactless Tap,Amex,2,-0.526,2.133,0
61.34,16.1,35.8,Grocery,Contactless Tap,Visa,2,0.288,-1.09,0
22.91,20.0,5.3,Grocery,In-Person Chip,Visa,2,-0.704,-0.391,0
109.78,18.6,1.0,Online Retail,In-Person Chip,Visa,2,0.276,-1.268,0
101.47,16.1,13.5,Grocery,Contactless Tap,Mastercard,1,0.682,-0.967,0
24.18,11.6,42.8,Dining,Online POS,Visa,5,-1.696,-0.057,0
141.55,19.0,20.3,Gas Station,In-Person Chip,Amex,2,2.1,-1.625,0
114.85,12.0,4.2,Dining,Online POS,Mastercard,2,0.168,0.823,0
4.64,19.4,4.2,Dining,In-Person Chip,Visa,0,-1.057,0.931,0
57.2,10.5,3.9,Online Retail,Online POS,Visa,3,0.504,0.79,0
131.99,21.9,7.5,Dining,ATM Cash,Visa,3,0.269,-2.608,0
15.8,16.6,3.4,Online Retail,In-Person Chip,Visa,2,-2.111,-0.301,0
25.92,12.9,6.4,Electronics,In-Person Chip,Visa,1,0.659,1.505,0
15.16,11.4,9.4,Online Retail,Online POS,Visa,2,0.153,0.709,0
6.07,2.0,39.6,Travel & Airlines,Online POS,Mastercard,5,0.843,1.795,1
36.76,14.9,20.7,Travel & Airlines,ATM Cash,Visa,1,0.423,-1.361,0
24.34,15.1,8.8,Travel & Airlines,Contactless Tap,Visa,2,-0.852,2.016,0
32.4,8.7,2.5,Dining,In-Person Chip,Amex,2,0.291,-0.82,0
55.88,9.2,4.3,Dining,In-Person Chip,Visa,1,-1.14,-1.142,0
101.53,14.3,4.8,Grocery,Online POS,Amex,2,0.937,-0.178,0
53.1,12.3,0.9,Grocery,Online POS,Mastercard,2,-0.2,0.404,0
30.25,12.3,1.7,Dining,In-Person Chip,Mastercard,2,-0.803,1.815,0
23.64,15.2,5.8,Gas Station,Contactless Tap,Visa,0,0.062,0.179,0
157.72,11.2,13.5,Dining,Contactless Tap,Visa,3,0.092,2.537,0
10.12,16.4,6.6,Gas Station,Contactless Tap,Mastercard,2,-0.138,0.367,0
47.26,20.8,8.6,Grocery,Contactless Tap,Discover,2,0.036,-0.634,0
19.46,7.5,1.7,Online Retail,In-Person Chip,Amex,3,-1.271,0.265,0
64.1,15.6,7.4,Grocery,Contactless Tap,Visa,0,-2.199,1.715,0
107.0,13.2,0.1,Grocery,Contactless Tap,Mastercard,5,1.274,-2.523,0
22.87,10.6,20.2,Grocery,Online POS,Visa,1,-0.291,1.692,0
42.47,19.0,25.5,Gas Station,In-Person Chip,Amex,2,-1.992,-0.482,0
74.5,19.2,6.7,Gas Station,Contactless Tap,Mastercard,2,0.741,0.876,0
69.97,12.2,32.6,Grocery,In-Person Chip,Mastercard,2,-0.691,-0.709,0
52.88,13.1,38.1,Online Retail,Contactless Tap,Visa,3,-0.383,-0.276,0
8.96,13.4,1.5,Grocery,Contactless Tap,Amex,3,-0.155,-1.11,0
65.35,1.0,74.8,Electronics,Online POS,Mastercard,7,-1.804,2.446,1
20.77,14.8,3.0,Online Retail,In-Person Chip,Mastercard,4,-0.04,0.552,0
137.26,9.5,9.8,Online Retail,Online POS,Mastercard,4,-0.3,2.819,0
37.9,22.6,16.8,Dining,Contactless Tap,Amex,4,0.169,0.45,0
12.23,18.5,3.7,Online Retail,Online POS,Visa,3,0.249,-0.466,0
57.0,13.3,11.7,Online Retail,In-Person Chip,Mastercard,1,0.978,-1.07,0
35.33,18.3,15.4,Online Retail,Online POS,Mastercard,5,1.485,0.456,0
150.98,8.9,9.3,Electronics,Online POS,Mastercard,1,1.878,-2.771,0
68.59,18.2,10.2,Dining,In-Person Chip,Amex,4,-1.046,1.179,0
6.44,21.4,13.2,Gas Station,Online POS,Discover,4,-0.596,0.603,0
24.44,8.0,6.6,Grocery,In-Person Chip,Visa,1,0.115,1.841,0
14.07,14.7,8.9,Travel & Airlines,In-Person Chip,Amex,2,-1.471,-0.531,0
601.14,2.6,9.3,Electronics,ATM Cash,Mastercard,1,1.242,-1.889,0
20.76,13.9,5.7,Dining,In-Person Chip,Mastercard,3,0.541,0.466,0
729.39,9.3,13.2,Online Retail,Online POS,Mastercard,1,-3.132,2.237,0
24.23,21.5,18.6,Grocery,Contactless Tap,Mastercard,3,-0.444,1.738,0
302.68,23.9,11.8,Luxury Goods,In-Person Chip,Mastercard,2,-0.268,-0.164,0
153.82,12.2,5.0,Electronics,Online POS,Visa,3,-0.066,1.083,0
136.9,10.6,26.6,Dining,In-Person Chip,Visa,2,1.733,-2.223,0
9.97,16.9,37.2,Dining,Contactless Tap,Mastercard,4,-1.29,-0.084,0
41.84,15.2,0.5,Online Retail,ATM Cash,Visa,4,-0.494,2.781,0
16.54,16.8,15.9,Dining,Contactless Tap,Visa,2,0.441,0.908,0
364.94,8.6,14.7,Dining,Contactless Tap,Mastercard,5,-0.759,-0.868,0
44.59,8.3,12.4,Luxury Goods,Online POS,Mastercard,1,-0.279,-0.728,0
22.64,18.5,6.4,Grocery,In-Person Chip,Visa,2,-0.382,-0.34,0
13.16,10.9,4.2,Gas Station,In-Person Chip,Visa,2,0.3,-0.04,0
1.01,18.0,0.8,Online Retail,ATM Cash,Visa,8,-0.006,0.857,1
109.36,15.8,2.1,Dining,In-Person Chip,Mastercard,3,-1.097,0.524,0
42.61,15.5,2.6,Grocery,Online POS,Visa,1,1.283,-0.053,0
10.16,13.5,14.4,Grocery,In-Person Chip,Mastercard,1,1.41,-0.065,0
57.48,13.3,20.4,Dining,In-Person Chip,Mastercard,1,-2.163,-0.174,0
27.07,13.9,26.8,Online Retail,In-Person Chip,Mastercard,0,1.088,1.01,0
5.19,9.6,10.4,Grocery,Online POS,Discover,2,-0.178,0.103,0
660.52,14.2,22.3,Electronics,In-Person Chip,Visa,2,-0.088,-0.394,0
106.95,14.8,12.3,Online Retail,Contactless Tap,Mastercard,2,0.125,0.224,0
80.67,11.1,13.0,Grocery,In-Person Chip,Amex,2,-1.15,-1.794,0
24.76,5.7,10.6,Dining,In-Person Chip,Discover,1,-0.837,1.571,0
37.18,15.9,11.1,Luxury Goods,In-Person Chip,Mastercard,0,-0.67,1.697,0
13.27,8.7,20.7,Dining,In-Person Chip,Visa,2,0.128,1.16,0
24.2,18.9,10.4,ATM Withdrawal,Contactless Tap,Visa,1,-2.778,1.062,0
12.95,17.5,19.3,Gas Station,In-Person Chip,Visa,2,-1.344,-0.548,0
94.12,15.6,4.9,Gas Station,Online POS,Visa,3,2.491,1.84,0
72.43,9.7,5.8,Gas Station,In-Person Chip,Mastercard,3,0.766,0.686,0
52.02,10.6,4.8,Travel & Airlines,Contactless Tap,Mastercard,1,0.643,0.595,0
128.07,16.7,18.6,Travel & Airlines,Online POS,Visa,1,0.125,-0.028,0
236.8,10.7,9.3,Dining,In-Person Chip,Visa,1,0.586,0.667,0
94.76,10.8,3.4,Travel & Airlines,Contactless Tap,Mastercard,0,1.17,-1.842,0
174.73,10.0,22.5,Online Retail,In-Person Chip,Visa,4,1.195,2.708,0
60.17,9.6,5.9,Dining,In-Person Chip,Discover,1,0.522,-0.304,0
2267.06,9.9,3.1,Electronics,In-Person Chip,Visa,2,-1.097,-1.052,0
13.46,13.4,2.1,Grocery,Contactless Tap,Visa,2,0.111,-1.371,0
17.0,10.8,2.2,Online Retail,In-Person Chip,Mastercard,1,1.333,0.56,0
48.49,17.7,2.3,Gas Station,In-Person Chip,Visa,3,1.208,-0.413,0
74.95,18.8,0.7,Gas Station,In-Person Chip,Mastercard,5,-1.485,1.938,0
129.53,19.4,6.5,Online Retail,In-Person Chip,Mastercard,0,-0.868,-0.088,0
104.92,16.8,2.9,Travel & Airlines,Online POS,Visa,0,-0.504,1.014,0
78.91,19.5,5.4,Online Retail,ATM Cash,Mastercard,3,1.634,2.205,0
128.02,16.9,1.6,Dining,In-Person Chip,Visa,1,-1.436,-1.474,0
13.33,8.9,2.6,Luxury Goods,In-Person Chip,Visa,1,-0.444,-0.292,0
62.57,17.2,1.3,Grocery,Online POS,Mastercard,2,0.578,-2.412,0
38.79,18.0,18.4,Dining,In-Person Chip,Visa,1,-1.305,-1.479,0
38.69,12.5,5.5,Gas Station,In-Person Chip,Mastercard,2,-0.534,0.23,0
283.36,12.1,12.0,Grocery,In-Person Chip,Mastercard,0,-0.463,-0.142,0
333.69,11.4,3.2,Dining,Contactless Tap,Mastercard,4,-1.155,-2.459,0
43.9,11.6,16.6,Grocery,In-Person Chip,Visa,1,-0.198,1.039,0
28.97,22.7,11.2,Gas Station,Online POS,Visa,1,1.077,0.327,0
43.88,12.8,12.2,Online Retail,Contactless Tap,Visa,2,2.631,0.774,0
14.78,23.0,30.0,Travel & Airlines,Online POS,Amex,12,-2.116,-0.501,1
49.94,13.3,57.5,Dining,Contactless Tap,Visa,2,-0.534,-0.749,0
48.97,10.0,11.1,Grocery,Online POS,Amex,4,-1.848,2.253,0
74.09,11.2,34.2,Dining,Online POS,Visa,3,-0.829,0.984,0
20.87,12.2,8.8,Dining,Online POS,Visa,0,-2.158,1.405,0
51.51,7.6,16.3,Luxury Goods,In-Person Chip,Discover,1,-1.123,0.662,0
77.19,13.5,0.7,Grocery,Contactless Tap,Visa,0,0.821,-0.633,0
14.57,18.4,4.7,Grocery,Online POS,Visa,2,-0.741,1.731,0
55.61,10.1,3.7,Grocery,Contactless Tap,Visa,0,1.158,0.092,0
109.06,14.1,0.6,Grocery,In-Person Chip,Visa,0,-0.798,0.97,0
147.61,14.3,2.9,Online Retail,In-Person Chip,Mastercard,1,-0.533,0.341,0
311.76,11.3,0.6,Dining,In-Person Chip,Mastercard,3,-0.369,0.825,0
42.46,17.0,39.6,Online Retail,In-Person Chip,Amex,4,0.707,-0.039,0
16.47,4.4,31.3,Online Retail,Contactless Tap,Mastercard,4,-0.846,1.31,0
17.05,14.0,14.8,Grocery,In-Person Chip,Visa,1,0.165,0.326,0
53.65,5.9,11.7,Travel & Airlines,Contactless Tap,Amex,1,1.07,-0.545,0
15.32,4.8,3.7,Online Retail,In-Person Chip,Amex,3,0.034,0.694,0
43.05,13.5,18.8,Gas Station,In-Person Chip,Amex,3,-1.001,-0.858,0
76.1,13.4,3.6,Dining,In-Person Chip,Mastercard,2,1.285,-0.856,0
48.3,19.3,21.6,Online Retail,Online POS,Visa,6,-0.649,-0.88,0
31.29,19.2,46.6,Grocery,Online POS,Mastercard,2,0.502,-0.287,0
21.76,5.1,3.0,Electronics,Contactless Tap,Visa,0,-0.485,-0.066,0
494.43,17.9,24.0,Dining,In-Person Chip,Mastercard,2,-1.07,1.288,0
16.32,18.2,31.7,Electronics,In-Person Chip,Mastercard,2,-1.321,-1.092,0
187.51,12.1,5.8,Dining,In-Person Chip,Mastercard,3,0.225,-1.828,0
47.64,9.7,3.0,Grocery,In-Person Chip,Visa,1,-0.552,-1.582,0
113.73,9.0,440.7,Luxury Goods,Online POS,Visa,5,-1.237,1.01,1
11.28,8.0,4.0,Grocery,In-Person Chip,Mastercard,1,2.659,0.361,0
46.17,12.0,5.8,Grocery,In-Person Chip,Visa,2,-0.991,-0.615,0
241.25,8.0,36.8,Online Retail,Online POS,Visa,7,0.258,2.763,1
28.21,10.4,10.0,ATM Withdrawal,Online POS,Mastercard,1,-1.132,-1.252,0
14.67,14.4,1.9,Travel & Airlines,Contactless Tap,Mastercard,2,1.558,-0.121,0
79.09,4.8,12.8,Grocery,Contactless Tap,Amex,0,-1.741,-0.304,0
171.6,12.7,0.3,Grocery,Contactless Tap,Mastercard,5,-1.037,0.713,0
19.25,6.6,7.0,Grocery,Online POS,Amex,1,2.441,-0.922,0
2.99,7.5,54.6,Grocery,ATM Cash,Amex,1,0.83,2.047,0
15.77,12.1,54.4,ATM Withdrawal,Online POS,Amex,1,1.301,-1.4,0
49.03,15.5,2.2,Gas Station,Contactless Tap,Mastercard,2,1.8,0.031,0
100.56,7.5,13.5,Online Retail,Online POS,Visa,2,0.094,-0.167,0
6.18,10.4,8.3,Grocery,Contactless Tap,Mastercard,2,-0.096,-0.018,0
17.77,18.1,4.5,Travel & Airlines,In-Person Chip,Visa,1,1.686,1.027,0
63.14,6.4,18.7,Dining,Online POS,Mastercard,2,-0.687,0.411,0
16.44,14.3,20.2,Dining,Contactless Tap,Visa,2,1.355,-0.53,0
10.03,16.8,3.8,Gas Station,In-Person Chip,Discover,0,1.33,1.027,0
65.56,20.0,0.4,Online Retail,ATM Cash,Visa,3,1.088,-1.752,0
416.34,8.1,11.5,Grocery,In-Person Chip,Visa,4,-0.23,-0.509,0
23.15,12.1,6.3,Grocery,Online POS,Visa,3,-1.67,-1.652,0
24.25,14.2,1.7,Grocery,Contactless Tap,Visa,1,-1.007,-1.473,0
33.02,14.4,22.1,Grocery,In-Person Chip,Visa,1,0.465,0.577,0
16.2,15.2,22.6,Online Retail,Online POS,Mastercard,2,-1.297,-1.524,0
59.83,11.6,12.2,Gas Station,In-Person Chip,Mastercard,1,-0.032,0.312,0
62.31,13.5,20.2,Grocery,In-Person Chip,Visa,4,0.387,0.344,0
45.1,18.3,4.6,Online Retail,Contactless Tap,Mastercard,4,-0.024,0.563,0
69.17,16.7,7.5,Online Retail,Online POS,Visa,2,-1.138,1.262,0
82.71,11.2,5.9,Dining,Contactless Tap,Mastercard,1,-0.612,1.484,0
95.49,12.8,4.1,Gas Station,Contactless Tap,Visa,1,-1.273,1.388,0
26.66,7.1,2.3,Electronics,In-Person Chip,Visa,2,1.84,-0.359,0
137.23,14.5,0.8,Online Retail,Contactless Tap,Visa,3,0.212,-0.055,0
44.35,15.3,23.2,Grocery,Online POS,Visa,7,1.577,2.296,0
58.79,17.1,5.0,Grocery,In-Person Chip,Visa,1,0.768,-1.545,0
41.92,20.8,14.4,Online Retail,In-Person Chip,Visa,0,1.3,0.419,0
57.3,18.2,17.2,Grocery,Online POS,Visa,1,0.081,0.586,0
55.36,14.5,2.8,Grocery,In-Person Chip,Mastercard,2,1.448,0.949,0
171.78,12.3,14.2,Online Retail,Online POS,Visa,4,1.293,-1.133,0
3.72,15.1,5.3,Luxury Goods,Contactless Tap,Amex,0,-0.557,-0.989,0
62.35,16.3,19.1,Online Retail,Contactless Tap,Visa,1,-1.073,-1.928,0
57.9,10.6,41.6,Dining,In-Person Chip,Visa,0,-0.103,0.082,0
49.95,12.8,6.7,Gas Station,In-Person Chip,Amex,0,0.85,1.328,0
247.66,20.5,7.6,Grocery,Contactless Tap,Visa,0,2.095,0.362,0
14.18,23.5,8.7,Grocery,In-Person Chip,Mastercard,2,-0.791,-1.224,0
36.03,20.2,2.6,Grocery,Online POS,Amex,1,1.355,-2.146,0
47.58,12.9,8.7,Grocery,Contactless Tap,Amex,3,2.698,-0.24,0
28.43,10.4,9.9,Grocery,In-Person Chip,Visa,0,0.732,0.304,0
18.58,10.0,6.6,Travel & Airlines,Contactless Tap,Mastercard,1,2.13,0.549,0
183.85,15.8,5.9,Luxury Goods,In-Person Chip,Visa,2,0.764,-0.048,0
89.37,6.6,8.4,Luxury Goods,In-Person Chip,Visa,1,-1.192,-0.263,0
52.34,15.0,16.1,Online Retail,In-Person Chip,Mastercard,3,0.975,0.525,0
54.35,12.9,25.1,Grocery,Online POS,Visa,1,-1.517,-0.196,0
25.77,12.7,0.2,Travel & Airlines,Online POS,Visa,3,2.078,-0.726,0
95.62,13.8,2.6,Online Retail,Contactless Tap,Visa,2,-0.248,1.445,0
105.06,14.3,4.0,ATM Withdrawal,Online POS,Mastercard,1,0.321,-0.699,0
18.8,11.8,1.5,Dining,In-Person Chip,Visa,1,2.403,-0.042,0
25.56,15.7,38.5,Luxury Goods,Contactless Tap,Mastercard,6,-0.251,1.225,0
55.3,16.0,21.4,Online Retail,Contactless Tap,Discover,1,-1.479,-0.039,0
71.93,15.5,1.6,Online Retail,In-Person Chip,Amex,0,-0.06,0.977,0
137.21,14.4,27.8,Dining,Online POS,Discover,0,-0.387,0.474,0
250.17,12.6,1.9,ATM Withdrawal,In-Person Chip,Discover,2,1.005,-1.673,0
95.14,20.1,39.9,Luxury Goods,In-Person Chip,Mastercard,3,0.019,0.601,0
22.34,15.9,36.8,Grocery,Online POS,Mastercard,1,-0.935,0.314,0
65.19,0.6,5.6,Grocery,Contactless Tap,Mastercard,0,0.263,0.234,0
360.82,18.5,0.4,Online Retail,Contactless Tap,Visa,0,0.211,-1.431,0
144.06,6.9,2.6,Grocery,In-Person Chip,Mastercard,1,-0.999,-0.537,0
211.71,13.7,16.8,Dining,Contactless Tap,Amex,0,0.801,0.701,0
102.84,17.7,6.8,Dining,Contactless Tap,Visa,2,-0.586,1.229,0
14.09,18.1,54.8,Online Retail,In-Person Chip,Mastercard,1,1.163,-1.3,0
11.56,19.4,12.8,Dining,In-Person Chip,Visa,1,0.865,0.577,0
5.6,10.7,0.5,Online Retail,In-Person Chip,Visa,0,1.891,-1.784,0
53.15,22.5,20.3,Travel & Airlines,Contactless Tap,Mastercard,1,3.287,-0.533,0
80.84,15.5,7.5,Dining,ATM Cash,Amex,3,-1.0,-1.348,0
9.94,18.9,31.4,Online Retail,Contactless Tap,Visa,1,2.399,1.205,0
25.09,0.8,5.5,Electronics,Contactless Tap,Visa,3,1.012,-0.667,0
201.02,9.4,6.2,Online Retail,In-Person Chip,Mastercard,3,-1.637,-0.334,0
36.81,18.7,10.3,Travel & Airlines,In-Person Chip,Visa,0,-0.702,0.789,0
126.11,8.5,4.0,Grocery,Online POS,Mastercard,2,-2.686,0.932,0
59.56,17.9,44.0,ATM Withdrawal,In-Person Chip,Visa,2,0.453,0.519,0
107.88,6.2,7.8,Online Retail,Contactless Tap,Mastercard,1,1.079,-0.338,0
43.82,10.6,15.7,Grocery,In-Person Chip,Mastercard,2,-1.095,-1.867,0
1.71,17.0,378.8,Travel & Airlines,Online POS,Visa,5,-0.352,0.429,1
63.79,17.4,0.7,Travel & Airlines,In-Person Chip,Amex,1,1.644,-0.001,0
107.0,16.8,36.3,Gas Station,In-Person Chip,Discover,3,0.17,-0.524,0
17.67,17.4,15.3,Online Retail,Online POS,Visa,0,-2.553,-2.066,0
37.28,19.2,7.6,Dining,In-Person Chip,Visa,4,-1.467,-0.946,0
103.61,18.0,28.6,Online Retail,Contactless Tap,Amex,3,-0.006,-0.444,0
102.68,11.3,17.5,Online Retail,In-Person Chip,Visa,3,0.069,1.424,0
42.23,15.3,3.3,Gas Station,Contactless Tap,Mastercard,0,-0.284,-0.298,0
21.44,8.0,2.8,Dining,In-Person Chip,Discover,3,-0.217,-0.641,0
70.0,13.6,12.5,Travel & Airlines,In-Person Chip,Mastercard,4,-0.173,-0.788,0
105.93,13.0,14.7,Grocery,Online POS,Amex,2,1.24,0.14,0
180.09,1.2,1.4,Grocery,Online POS,Visa,1,-0.65,0.571,0
16.38,10.8,3.3,Dining,In-Person Chip,Visa,3,-1.171,1.507,0
16.51,6.9,14.3,Grocery,Online POS,Mastercard,1,-2.049,-0.008,0
32.52,9.4,4.6,Grocery,Online POS,Visa,2,-2.124,1.133,0
33.15,11.0,8.6,Online Retail,In-Person Chip,Amex,3,-0.454,-0.862,0
44.1,13.2,12.6,Grocery,Contactless Tap,Visa,1,-0.867,0.455,0
